1 1519746775955 Training with training/test data at:
2 1519746776033   DATA_DIR: /mnt/data/imagenet-tfrecord
3 1519746776049   MODEL_DIR: /job/model-code
4 1519746776055   TRAINING_JOB: 
5 1519746776060   TRAINING_COMMAND: python tf_cnn_benchmarks.py --local_parameter_device=cpu --num_gpus=2 --batch_size=128 --num_batches=250000 --model=vgg16 --data_dir="${DATA_DIR}" --data_name="imagenet" --variable_update=parameter_server --num_intra_threads=4 --num_inter_threads=8 --print_training_accuracy 
6 1519746776067 Storing trained model at:
7 1519746776071   RESULT_DIR: /mnt/results/imagenet-tfrecord-results/training-BV3Bs2ekg
8 1519746776075 Tue Feb 27 15:52:24 UTC 2018: Running Tensorflow job
9 1519746776080 /usr/local/lib/python2.7/dist-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
10 1519746776085   from ._conv import register_converters as _register_converters
11 1519746776089 W0227 15:52:40.157386 46987615483008 tf_logging.py:118] From /job/model-code/benchmark_cnn.py:1295: __init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
12 1519746776094 Instructions for updating:
13 1519746776098 Please switch to tf.train.MonitoredTrainingSession
14 1519746776102 2018-02-27 15:52:40.311296: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
15 1519746776107 2018-02-27 15:52:40.802099: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
16 1519746776112 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
17 1519746776117 pciBusID: 0000:81:00.0
18 1519746776122 totalMemory: 15.77GiB freeMemory: 15.36GiB
19 1519746776126 2018-02-27 15:52:41.166045: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 1 with properties: 
20 1519746776130 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
21 1519746776135 pciBusID: 0000:82:00.0
22 1519746776139 totalMemory: 15.77GiB freeMemory: 15.36GiB
23 1519746776144 2018-02-27 15:52:41.167318: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Device peer to peer matrix
24 1519746776149 2018-02-27 15:52:41.167684: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1126] DMA: 0 1 
25 1519746776153 2018-02-27 15:52:41.167719: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 0:   Y Y 
26 1519746776157 2018-02-27 15:52:41.167726: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 1:   Y Y 
27 1519746776161 2018-02-27 15:52:41.167739: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla V100-PCIE-16GB, pci bus id: 0000:81:00.0, compute capability: 7.0)
28 1519746776166 2018-02-27 15:52:41.167747: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:1) -> (device: 1, name: Tesla V100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 7.0)
29 1519746995825 2018-02-27 15:56:05.633515: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 1 of 10000
30 1519747000904 2018-02-27 15:56:12.002930: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 7717 of 10000
31 1519747000921 2018-02-27 15:56:13.187075: I tensorflow/core/kernels/shuffle_dataset_op.cc:126] Shuffle buffer filled.
32 1519747029180 I0227 15:56:38.922674 46993615357696 tf_logging.py:110] Starting real work at step 10 at time Tue Feb 27 15:56:38 2018
33 1519747419569 TensorFlow:  1.5
34 1519747419620 Model:       vgg16
35 1519747419635 Dataset:     imagenet
36 1519747419641 Mode:        training
37 1519747419645 SingleSess:  False
38 1519747419649 Batch size:  256 global
39 1519747419654              128 per device
40 1519747419658 Num batches: 250000
41 1519747419663 Num epochs:  49.95
42 1519747419668 Devices:     ['/gpu:0', '/gpu:1']
43 1519747419672 Data format: NCHW
44 1519747419676 Layout optimizer: False
45 1519747419681 Optimizer:   sgd
46 1519747419686 Variables:   parameter_server
47 1519747419691 ==========
48 1519747419696 Generating model
49 1519747419700 Running warm up
50 1519747419704 Done warm up
51 1519747419708 Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
2677 1519766226268 25700	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.136	0.004	0.008
2678 1519766226273 25710	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.120	0.004	0.023
2679 1519766226276 25720	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.115	0.000	0.020
2680 1519766226281 25730	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.054	0.000	0.020
2681 1519766226284 25740	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.155	0.004	0.008
2682 1519766226288 25750	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.126	0.000	0.012
2683 1519766226292 25760	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.135	0.004	0.012
2684 1519766226296 25770	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.133	0.000	0.012
2685 1519766226304 25780	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.065	0.000	0.008
2686 1519766226307 25790	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.156	0.008	0.012
2687 1519766226312 25800	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.130	0.004	0.012
2688 1519766226315 25810	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.129	0.000	0.004
2689 1519766226319 25820	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.126	0.000	0.020
2690 1519766226324 25830	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.087	0.004	0.012
2691 1519766226327 25840	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.093	0.008	0.016
2692 1519766226331 25850	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.111	0.004	0.012
2693 1519766226335 25860	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.092	0.004	0.008
2694 1519766226338 25870	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.123	0.000	0.004
2695 1519766226343 25880	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.074	0.000	0.023
2696 1519766226347 25890	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.070	0.008	0.023
2697 1519766226351 25900	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.106	0.000	0.008
2698 1519766226355 25910	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.143	0.000	0.004
2699 1519766226358 25920	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.056	0.012	0.020
2700 1519766226362 25930	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.066	0.000	0.000
2701 1519766226367 25940	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.064	0.012	0.023
2702 1519766226372 25950	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.108	0.004	0.012
2703 1519766226376 25960	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.075	0.008	0.031
2704 1519766226379 25970	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.062	0.008	0.016
2705 1519766226384 25980	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.118	0.004	0.008
2706 1519766226388 25990	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.068	0.000	0.035
2707 1519766226392 26000	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.027	0.012	0.039
2708 1519766226396 26010	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.188	0.016	0.031
2709 1519766226400 26020	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.129	0.004	0.027
2710 1519766226403 26030	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.114	0.000	0.012
2711 1519766226406 26040	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.147	0.000	0.012
2712 1519766226410 26050	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.111	0.008	0.020
2713 1519766226413 26060	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.059	0.000	0.016
2714 1519766226417 26070	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.143	0.000	0.004
2715 1519766226420 26080	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.104	0.004	0.027
2716 1519766226424 26090	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.142	0.000	0.004
2717 1519766226427 26100	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.123	0.000	0.012
2718 1519766226430 26110	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.086	0.004	0.012
2719 1519766226434 26120	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.124	0.004	0.020
2720 1519766226438 26130	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.048	0.000	0.008
2721 1519766226447 26140	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.111	0.000	0.012
2722 1519766226451 26150	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.134	0.004	0.016
2723 1519766226455 26160	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.023	0.004	0.020
2724 1519766226459 26172725 1519766677894 0	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.099	0.008	0.023
2726 1519766677902 26180	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.074	0.000	0.031
2727 1519766677907 26190	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.128	0.004	0.020
2728 1519766677912 26200	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.089	0.000	0.012
2729 1519766677916 26210	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.033	0.004	0.035
2730 1519766677922 26220	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.087	0.000	0.008
2731 1519766677926 26230	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.152	0.000	0.012
2732 1519766677930 26240	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.041	0.008	0.016
2733 1519766677935 26250	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.054	0.000	0.016
2734 1519766677940 26260	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.155	0.000	0.000
2735 1519766677944 26270	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.088	0.000	0.008
2736 1519766677948 26280	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.069	0.004	0.023
2737 1519766677952 26290	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.181	0.000	0.008
2738 1519766677957 26300	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.151	0.000	0.012
2739 1519766677962 26310	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.081	0.000	0.012
2740 1519766677966 26320	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.062	0.004	0.016
2741 1519766677970 26330	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.029	0.000	0.020
2742 1519766677974 26340	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.199	0.000	0.004
2743 1519766677978 26350	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.093	0.004	0.016
2744 1519766677983 26360	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.124	0.004	0.016
2745 1519766677987 26370	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.125	0.000	0.000
2746 1519766677991 26380	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.099	0.004	0.016
2747 1519766677995 26390	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.110	0.000	0.012
2748 1519766678000 26400	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.104	0.000	0.008
2749 1519766678003 26410	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.153	0.000	0.004
2750 1519766678008 26420	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.028	0.012	0.023
2751 1519766678012 26430	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.098	0.004	0.020
2752 1519766678016 26440	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.077	0.008	0.016
2753 1519766678021 26450	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.158	0.004	0.020
2754 1519766678025 26460	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.121	0.004	0.012
2755 1519766678030 26470	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.084	0.000	0.012
2756 1519766678034 26480	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.075	0.000	0.012
2757 1519766678039 26490	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.032	0.000	0.012
2758 1519766678042 26500	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.053	0.008	0.016
2759 1519766678047 26510	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.118	0.000	0.016
2760 1519766678051 26520	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.060	0.004	0.008
2761 1519766678055 26530	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.141	0.000	0.012
2762 1519766678059 26540	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.081	0.000	0.020
2763 1519766678064 26550	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.128	0.000	0.008
2764 1519766678068 26560	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.117	0.000	0.004
2765 1519766678072 26570	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.060	0.004	0.020
2766 1519766678076 26580	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.056	0.008	0.023
2767 1519766678080 26590	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.060	0.000	0.016
2768 1519766678085 26600	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.064	0.004	0.020
2769 1519766678090 26610	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.086	0.008	0.020
2770 1519766678094 26620	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.108	0.000	0.012
2771 1519766678098 26630	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.145	0.000	0.016
2772 1519766678103 26640	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.145	0.004	0.012
2773 1519766678107 26650	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.114	0.004	0.016
2774 1519766678111 26660	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.135	0.000	0.012
2775 1519766678115 26670	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.120	0.008	0.012
2776 1519766678119 26680	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.050	0.004	0.016
2777 1519766678123 26690	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.131	0.008	0.027
2778 1519766678128 26700	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.131	0.008	0.023
2779 1519766678131 26710	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.166	0.004	0.020
2780 1519766678135 26720	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.098	0.000	0.012
2781 1519766678140 26730	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.070	0.004	0.012
2782 1519766678143 26740	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.040	0.000	0.020
2783 1519766678147 26750	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.115	0.000	0.012
2784 1519766678153 26760	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.078	0.004	0.016
2785 1519766678157 26770	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.053	0.004	0.012
2786 1519766678161 26780	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.118	0.012	0.027
2787 1519766678165 26790	im2788 1519767133944 ages/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.135	0.000	0.008
2789 1519767134015 26800	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.076	0.000	0.020
2790 1519767134033 26810	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.095	0.000	0.016
2791 1519767134039 26820	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.124	0.004	0.004
2792 1519767134044 26830	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.081	0.000	0.004
2793 1519767134048 26840	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.117	0.004	0.012
2794 1519767134053 26850	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.066	0.004	0.016
2795 1519767134058 26860	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.079	0.004	0.016
2796 1519767134062 26870	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.099	0.004	0.020
2797 1519767134067 26880	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.009	0.008	0.023
2798 1519767134071 26890	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.085	0.004	0.008
2799 1519767134075 26900	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.045	0.008	0.031
2800 1519767134083 26910	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.156	0.004	0.012
2801 1519767134087 26920	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.053	0.004	0.020
2802 1519767134091 26930	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.068	0.000	0.004
2803 1519767134096 26940	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.167	0.000	0.008
2804 1519767134100 26950	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.096	0.004	0.008
2805 1519767134104 26960	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.065	0.008	0.023
2806 1519767134109 26970	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.143	0.000	0.004
2807 1519767134114 26980	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.111	0.004	0.016
2808 1519767134118 26990	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.101	0.004	0.004
2809 1519767134122 27000	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.008	0.008	0.023
2810 1519767134126 27010	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.171	0.000	0.012
2811 1519767134130 27020	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.057	0.004	0.023
2812 1519767134135 27030	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.070	0.000	0.020
2813 1519767134140 27040	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.098	0.004	0.020
2814 1519767134144 27050	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.129	0.000	0.008
2815 1519767134148 27060	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.028	0.000	0.012
2816 1519767134153 27070	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.070	0.000	0.023
2817 1519767134157 27080	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.099	0.004	0.016
2818 1519767134162 27090	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.037	0.004	0.031
2819 1519767134166 27100	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.041	0.004	0.020
2820 1519767134170 27110	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.076	0.004	0.035
2821 1519767134174 27120	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.139	0.008	0.008
2822 1519767134178 27130	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.126	0.004	0.035
2823 1519767134182 27140	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.078	0.000	0.016
2824 1519767134186 27150	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.009	0.004	0.016
2825 1519767134190 27160	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.010	0.004	0.023
2826 1519767134194 27170	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.051	0.000	0.016
2827 1519767134198 27180	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.083	0.004	0.027
2828 1519767134202 27190	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.092	0.008	0.027
2829 1519767134207 27200	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.072	0.008	0.016
2830 1519767134211 27210	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.040	0.012	0.039
2831 1519767134215 27220	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.104	0.008	0.016
2832 1519767134220 27230	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.074	0.004	0.023
2833 1519767134224 27240	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.059	0.008	0.023
2834 1519767134229 27250	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.132	0.000	0.008
2835 1519767134234 27260	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.055	0.004	0.027
2836 1519767134239 27270	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.184	0.000	0.027
2837 1519767134243 27280	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.089	0.008	0.020
2838 1519767134247 27290	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.056	0.004	0.016
2839 1519767134251 27300	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.052	0.012	0.016
2840 1519767134256 27310	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.136	0.008	0.012
2841 1519767134260 27320	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.113	0.004	0.004
2842 1519767134264 27330	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.043	0.004	0.031
2843 1519767134269 27340	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.134	0.000	0.016
2844 1519767134279 27350	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.163	0.000	0.008
2845 1519767134283 27360	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.105	0.004	0.020
2846 1519767134287 27370	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.045	0.008	0.008
2847 1519767134292 27380	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.089	0.008	0.031
2848 1519767134297 27390	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.088	0.004	0.016
2849 1519767134301 27400	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.112	0.000	0.008
2850 1519767134305 27410	images2851 1519767588464 /sec: 349.1 +/- 0.2 (jitter = 20.0)	7.079	0.004	0.012
2852 1519767588519 27420	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.050	0.012	0.020
2853 1519767588535 27430	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.041	0.004	0.020
2854 1519767588541 27440	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.054	0.008	0.020
2855 1519767588546 27450	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.049	0.004	0.012
2856 1519767588551 27460	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.010	0.004	0.027
2857 1519767588559 27470	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.119	0.012	0.023
2858 1519767588566 27480	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.038	0.000	0.031
2859 1519767588571 27490	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.112	0.000	0.012
2860 1519767588577 27500	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.080	0.004	0.020
2861 1519767588583 27510	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.067	0.000	0.027
2862 1519767588588 27520	images/sec: 349.2 +/- 0.2 (jitter = 20.0)	7.064	0.020	0.035
2863 1519767588593 27530	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.082	0.004	0.023
2864 1519767588598 27540	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.100	0.004	0.012
2865 1519767588602 27550	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.110	0.004	0.008
2866 1519767588608 27560	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.014	0.004	0.020
2867 1519767588613 27570	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.079	0.008	0.020
2868 1519767588628 27580	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.045	0.000	0.020
2869 1519767588632 27590	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.107	0.000	0.016
2870 1519767588637 27600	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.079	0.000	0.020
2871 1519767588641 27610	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.025	0.000	0.020
2872 1519767588646 27620	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.069	0.016	0.051
2873 1519767588650 27630	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.035	0.000	0.012
2874 1519767588654 27640	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.062	0.000	0.012
2875 1519767588659 27650	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.084	0.000	0.008
2876 1519767588663 27660	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.059	0.004	0.016
2877 1519767588667 27670	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.081	0.004	0.012
2878 1519767588672 27680	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.079	0.004	0.008
2879 1519767588676 27690	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.077	0.012	0.023
2880 1519767588681 27700	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.062	0.000	0.016
2881 1519767588686 27710	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.064	0.008	0.020
2882 1519767588690 27720	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.068	0.004	0.027
2883 1519767588694 27730	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.081	0.016	0.031
2884 1519767588699 27740	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.015	0.008	0.027
2885 1519767588703 27750	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.082	0.004	0.023
2886 1519767588708 27760	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.081	0.008	0.023
2887 1519767588712 27770	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.079	0.008	0.008
2888 1519767588716 27780	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	6.999	0.004	0.031
2889 1519767588721 27790	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.102	0.000	0.016
2890 1519767588726 27800	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.045	0.008	0.016
2891 1519767588730 27810	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.047	0.004	0.027
2892 1519767588735 27820	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.071	0.000	0.016
2893 1519767588739 27830	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.059	0.004	0.016
2894 1519767588744 27840	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.049	0.004	0.027
2895 1519767588748 27850	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.052	0.004	0.023
2896 1519767588752 27860	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.100	0.000	0.016
2897 1519767588757 27870	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.078	0.004	0.008
2898 1519767588761 27880	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.029	0.008	0.020
2899 1519767588765 27890	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.042	0.008	0.016
2900 1519767588769 27900	images/sec: 349.1 +/- 0.2 (jitter = 20.0)	7.082	0.012	0.020
