WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 13:50:30.957884: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 13:50:31.141978: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 13:50:31.142031: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 13:50:31.528917: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 13:50:31.528987: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 13:50:31.529003: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 13:50:31.529484: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1430	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.461
1440	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.311
1450	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.417
1460	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.335
1470	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.321
1480	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.355
1490	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.296
1500	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.206
1510	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.323
1520	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.251
1530	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.315
1540	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.362
1550	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.403
1560	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.343
1570	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.426
1580	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.256
1590	images/sec: 226.1 +/- 0.1 (jitter = 0.4)	7.246
1600	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.394
1610	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.324
1620	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.240
1630	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.242
1640	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.384
1650	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.349
1660	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.205
1670	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.187
1680	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.456
1690	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.347
1700	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.272
1710	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.120
1720	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.265
1730	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.196
1740	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.060
1750	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.188
1760	images/sec: 226.2 +/- 0.1 (jitter = 0.4)	7.404
1770	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.443
1780	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.189
1790	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.245
1800	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.251
1810	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.282
1820	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.499
1830	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.150
1840	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.390
1850	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.229
1860	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.314
1870	images/sec: 225.9 +/- 0.1 (jitter = 0.4)	7.322
1880	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.376
1890	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.104
1900	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.108
1910	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.115
1920	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.169
1930	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.200
1940	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.197
1950	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.091
1960	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.163
1970	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.245
1980	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.250
1990	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.161
2000	images/sec: 226.0 +/- 0.1 (jitter = 0.4)	7.116
----------------------------------------------------------------
total images/sec: 225.91
----------------------------------------------------------------
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 15:46:24.132907: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 15:46:24.303332: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 15:46:24.303383: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 15:46:24.690670: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 15:46:24.690741: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 15:46:24.690757: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 15:46:24.691222: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1	images/sec: 225.9 +/- 0.0 (jitter = 0.0)	8.643
10	images/sec: 225.7 +/- 0.4 (jitter = 1.2)	8.495
20	images/sec: 225.4 +/- 0.4 (jitter = 1.8)	8.932
30	images/sec: 225.4 +/- 0.3 (jitter = 1.7)	8.468
40	images/sec: 225.4 +/- 0.2 (jitter = 1.3)	8.679
50	images/sec: 225.6 +/- 0.2 (jitter = 1.4)	8.551
60	images/sec: 225.7 +/- 0.2 (jitter = 1.7)	8.631
70	images/sec: 225.8 +/- 0.2 (jitter = 1.5)	7.994
80	images/sec: 225.8 +/- 0.2 (jitter = 1.5)	7.991
90	images/sec: 225.8 +/- 0.2 (jitter = 1.6)	8.013
100	images/sec: 225.8 +/- 0.1 (jitter = 1.6)	7.970
110	images/sec: 225.8 +/- 0.1 (jitter = 1.5)	7.914
120	images/sec: 225.7 +/- 0.1 (jitter = 1.6)	7.786
130	images/sec: 225.7 +/- 0.1 (jitter = 1.7)	7.870
140	images/sec: 225.7 +/- 0.1 (jitter = 1.7)	7.978
150	images/sec: 225.7 +/- 0.1 (jitter = 1.7)	7.827
160	images/sec: 225.7 +/- 0.1 (jitter = 1.6)	7.835
170	images/sec: 225.8 +/- 0.1 (jitter = 1.6)	7.817
180	images/sec: 225.8 +/- 0.1 (jitter = 1.6)	7.774
190	images/sec: 225.8 +/- 0.1 (jitter = 1.5)	7.818
200	images/sec: 225.8 +/- 0.1 (jitter = 1.5)	7.773
210	images/sec: 225.9 +/- 0.1 (jitter = 1.3)	7.773
220	images/sec: 225.9 +/- 0.1 (jitter = 1.3)	7.885
230	images/sec: 225.9 +/- 0.1 (jitter = 1.2)	7.869
240	images/sec: 225.9 +/- 0.1 (jitter = 1.2)	7.880
250	images/sec: 226.0 +/- 0.1 (jitter = 1.2)	7.740
260	images/sec: 226.0 +/- 0.1 (jitter = 1.1)	7.816
270	images/sec: 226.0 +/- 0.1 (jitter = 1.0)	7.788
280	images/sec: 226.0 +/- 0.1 (jitter = 1.0)	7.799
290	images/sec: 226.1 +/- 0.1 (jitter = 1.0)	7.771
300	images/sec: 226.1 +/- 0.1 (jitter = 1.0)	7.762
310	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.948
320	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.796
330	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.768
340	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.788
350	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.776
360	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.746
370	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.691
380	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.720
390	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.715
400	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.777
410	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.734
420	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.741
430	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.711
440	images/sec: 226.2 +/- 0.1 (jitter = 0.9)	7.754
450	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.785
460	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.741
470	images/sec: 226.2 +/- 0.1 (jitter = 0.8)	7.648
480	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.782
490	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.750
500	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.790
510	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.692
520	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.640
530	images/sec: 226.3 +/- 0.1 (jitter = 0.8)	7.670
540	images/sec: 226.3 +/- 0.0 (jitter = 0.8)	7.679
550	images/sec: 226.3 +/- 0.0 (jitter = 0.8)	7.696
560	images/sec: 226.3 +/- 0.0 (jitter = 0.8)	7.711
570	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.700
580	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.637
590	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.636
600	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.677
610	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.692
620	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.691
630	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.617
640	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.647
650	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.736
660	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.658
670	images/sec: 226.4 +/- 0.0 (jitter = 0.7)	7.726
680	images/sec: 226.5 +/- 0.0 (jitter = 0.7)	7.612
690	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.670
700	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.582
710	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.478
720	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.651
730	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.498
740	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.573
750	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.716
760	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.544
770	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.584
780	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.724
790	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.589
800	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.551
810	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.645
820	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.567
830	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.676
840	images/sec: 226.5 +/- 0.0 (jitter = 0.6)	7.546
850	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.542
860	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.473
870	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.663
880	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.535
890	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.511
900	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.587
910	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.575
920	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.549
930	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.423
940	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.430
950	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.642
960	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.521
970	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.423
980	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.492
990	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.580
1000	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.545
1010	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.590
1020	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.448
1030	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.476
1040	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.492
1050	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.453
1060	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.441
1070	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.536
1080	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.568
1090	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.496
1100	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.558
1110	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.360
1120	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.467
1130	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.507
1140	images/sec: 226.6 +/- 0.0 (jitter = 0.6)	7.408
1150	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.319
1160	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.422
1170	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.320
1180	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.423
1190	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.433
1200	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.439
1210	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.445
1220	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.334
1230	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.498
1240	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.373
1250	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.485
1260	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.467
1270	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.520
1280	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.275
1290	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.431
1300	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.517
1310	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.437
1320	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.472
1330	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.395
1340	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.375
1350	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.392
1360	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.324
1370	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.429
1380	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.308
1390	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.336
1400	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.484
1410	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.305
1420	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.408
1430	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.263
1440	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.257
1450	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.335
1460	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.312
1470	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.358
1480	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.373
1490	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.420
1500	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.201
1510	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.250
1520	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.218
1530	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.284
1540	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.343
1550	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.344
1560	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.338
1570	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.278
1580	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.311
1590	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.116
1600	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.433
1610	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.359
1620	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.337
1630	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.285
1640	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.288
1650	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.394
1660	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.173
1670	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.269
1680	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.341
1690	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.172
1700	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.148
1710	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.091
1720	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.229
1730	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.187
1740	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.033
1750	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.210
1760	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.521
1770	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.323
1780	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.334
1790	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.245
1800	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.194
1810	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.284
1820	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.325
1830	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.221
1840	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.224
1850	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.210
1860	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.151
1870	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.312
1880	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.282
1890	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.010
1900	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.137
1910	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.185
1920	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.140
1930	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.101
1940	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.200
1950	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	6.991
1960	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.263
1970	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.267
1980	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.238
1990	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.197
2000	images/sec: 226.7 +/- 0.0 (jitter = 0.5)	7.153
----------------------------------------------------------------
total images/sec: 226.69
----------------------------------------------------------------
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 16:10:13.706262: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 16:10:13.879595: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 16:10:13.879656: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 16:10:14.283380: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 16:10:14.283453: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 16:10:14.283469: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 16:10:14.283947: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1	images/sec: 224.7 +/- 0.0 (jitter = 0.0)	9.097
10	images/sec: 225.6 +/- 0.7 (jitter = 0.8)	8.467
20	images/sec: 224.9 +/- 0.6 (jitter = 1.9)	8.173
30	images/sec: 225.0 +/- 0.4 (jitter = 1.9)	8.206
40	images/sec: 225.1 +/- 0.3 (jitter = 1.7)	8.101
50	images/sec: 225.0 +/- 0.3 (jitter = 1.8)	8.183
60	images/sec: 225.0 +/- 0.3 (jitter = 1.8)	8.007
70	images/sec: 225.1 +/- 0.2 (jitter = 1.8)	7.817
80	images/sec: 225.2 +/- 0.2 (jitter = 1.7)	7.890
90	images/sec: 225.3 +/- 0.2 (jitter = 1.8)	7.926
100	images/sec: 225.3 +/- 0.2 (jitter = 1.8)	7.856
110	images/sec: 225.3 +/- 0.2 (jitter = 1.8)	8.013
120	images/sec: 225.2 +/- 0.2 (jitter = 1.8)	7.856
130	images/sec: 225.3 +/- 0.2 (jitter = 1.9)	7.988
140	images/sec: 225.3 +/- 0.2 (jitter = 1.9)	7.960
150	images/sec: 225.3 +/- 0.2 (jitter = 1.9)	7.848
160	images/sec: 225.4 +/- 0.2 (jitter = 1.8)	7.848
170	images/sec: 225.4 +/- 0.2 (jitter = 1.9)	7.825
180	images/sec: 225.4 +/- 0.1 (jitter = 1.8)	7.803
190	images/sec: 225.4 +/- 0.1 (jitter = 1.8)	8.003
200	images/sec: 225.5 +/- 0.1 (jitter = 1.7)	7.825
210	images/sec: 225.5 +/- 0.1 (jitter = 1.6)	7.849
220	images/sec: 225.6 +/- 0.1 (jitter = 1.6)	7.832
230	images/sec: 225.6 +/- 0.1 (jitter = 1.4)	7.968
240	images/sec: 225.7 +/- 0.1 (jitter = 1.4)	7.824
250	images/sec: 225.7 +/- 0.1 (jitter = 1.3)	7.887
260	images/sec: 225.8 +/- 0.1 (jitter = 1.3)	7.849
270	images/sec: 225.8 +/- 0.1 (jitter = 1.2)	7.885
280	images/sec: 225.8 +/- 0.1 (jitter = 1.2)	7.814
290	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.819
300	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.809
310	images/sec: 225.9 +/- 0.1 (jitter = 1.1)	7.853
320	images/sec: 225.9 +/- 0.1 (jitter = 1.0)	7.857
330	images/sec: 226.0 +/- 0.1 (jitter = 1.0)	7.818
340	images/sec: 226.0 +/- 0.1 (jitter = 1.0)	7.842
350	images/sec: 226.0 +/- 0.1 (jitter = 1.0)	7.900
360	images/sec: 226.0 +/- 0.1 (jitter = 1.0)	7.841
370	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.753
380	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.778
390	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.746
400	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.799
410	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.819
420	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.777
430	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.773
440	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.784
450	images/sec: 226.1 +/- 0.1 (jitter = 0.9)	7.828
